transcript_id	gene_id	Control-1A	Control-2A	Control-3A	NB29-1A	NB29-2A	NB29-3A
transcript34596	MSTRG.11721	20.20	27.18	37.41	14.25	12.77	15.28
transcript34598	MSTRG.11722	10.71	13.40	14.63	4.71	3.87	3.54
transcript34604	MSTRG.11723	91.66	104.57	227.33	68.29	72.89	107.04
transcript34607	MSTRG.11724	30.35	30.06	42.20	14.52	13.21	15.76
transcript34608	MSTRG.11725	182.07	103.23	131.43	79.95	65.79	65.24
transcript34611	MSTRG.11726	7.62	5.36	8.30	10.97	8.73	9.62
transcript34612	MSTRG.11727	5.79	3.22	2.89	3.01	10.52	3.33
transcript34615	MSTRG.11728	134.20	103.93	155.09	58.82	54.11	53.56
transcript4094	MSTRG.1173	5.27	3.98	5.03	6.43	4.98	7.82
transcript34623	MSTRG.11730	23.19	11.29	14.64	3.73	3.94	2.46
transcript34626	MSTRG.11731	36.95	14.83	24.33	30.90	23.72	22.99
transcript34627	MSTRG.11732	58.12	36.67	53.86	40.05	32.12	36.52
transcript34633	MSTRG.11733	30.12	26.94	27.62	33.01	33.94	36.01
transcript34634	MSTRG.11734	0.06	0.07	0.10	0.64	1.01	1.23
transcript34636	MSTRG.11735	52.71	49.57	70.99	25.43	19.97	28.36
transcript34641	MSTRG.11736	3.52	5.21	3.63	4.17	4.80	4.84
transcript34642	MSTRG.11736	2.15	1.30	1.30	1.23	1.14	0.28
transcript34643	MSTRG.11737	9.44	6.60	11.92	6.37	5.70	7.03
transcript34644	MSTRG.11737	1.17	1.72	0.00	0.91	0.00	0.00
transcript34646	MSTRG.11738	12.90	10.94	15.78	7.93	6.22	7.88
transcript34648	MSTRG.11739	27.14	18.49	28.99	29.56	23.62	26.37
transcript4095	MSTRG.1174	2.33	1.70	2.51	1.51	1.11	1.28
transcript34650	MSTRG.11740	2.84	1.59	1.42	2.89	8.24	1.58
transcript34651	MSTRG.11741	93.80	66.12	60.08	42.58	42.11	63.34
transcript34652	MSTRG.11742	17.42	15.07	20.42	10.32	6.91	11.14
transcript34653	MSTRG.11743	3.88	3.12	3.35	1.43	1.62	1.41
transcript34658	MSTRG.11744	14.05	17.13	21.94	17.94	15.32	17.29
transcript34659	MSTRG.11745	0.03	0.00	0.14	0.06	0.07	0.00
transcript34660	MSTRG.11746	1.93	0.00	1.93	0.00	0.00	4.36
transcript34664	MSTRG.11747	218.17	231.08	242.64	30.18	34.49	30.84
transcript34675	MSTRG.11748	18.44	12.36	18.92	18.69	13.24	17.31
transcript34676	MSTRG.11748	9.42	12.25	14.55	18.32	19.26	22.75
transcript34679	MSTRG.11749	11.76	10.77	11.87	9.11	8.27	9.33
transcript4097	MSTRG.1175	26.79	27.74	37.62	10.86	12.66	14.02
transcript4098	MSTRG.1175	3.26	4.08	5.85	1.36	0.81	1.40
transcript34688	MSTRG.11750	15.10	15.29	21.15	12.94	10.84	13.96
transcript34689	MSTRG.11751	4.61	3.56	6.41	4.53	4.36	5.02
transcript34693	MSTRG.11752	12.51	13.19	11.23	3.95	3.07	4.02
transcript34695	MSTRG.11753	5.17	6.01	8.06	3.03	2.90	3.98
transcript34698	MSTRG.11754	394.80	403.80	382.90	101.45	92.51	84.87
transcript34699	MSTRG.11754	40.58	8.19	57.71	35.15	31.20	33.22
transcript34700	MSTRG.11755	10.01	9.47	12.92	9.17	9.37	9.02
transcript34701	MSTRG.11756	8.15	7.54	8.27	1.12	1.45	1.66
transcript34704	MSTRG.11757	26.49	32.21	30.22	2.16	2.64	1.61
transcript34705	MSTRG.11758	12.02	13.22	19.22	17.47	11.45	14.37
transcript34706	MSTRG.11758	0.00	0.00	0.00	0.00	1.42	2.32
transcript34707	MSTRG.11759	21.78	19.85	24.49	26.12	26.84	34.52
transcript34708	MSTRG.11759	1.45	1.74	2.95	1.10	1.05	1.18
transcript4099	MSTRG.1176	0.77	0.43	0.68	0.44	0.21	0.47
transcript34709	MSTRG.11760	19.05	14.33	18.00	7.66	7.87	9.34
transcript34710	MSTRG.11761	95.44	117.01	142.11	123.47	117.71	138.36
transcript34715	MSTRG.11762	28.03	35.65	24.63	43.43	42.33	50.32
transcript34717	MSTRG.11763	1.32	2.13	2.42	0.29	0.15	0.38
transcript34724	MSTRG.11764	1.73	1.91	3.16	13.34	18.76	21.00
transcript34725	MSTRG.11765	8.37	8.95	9.29	2.72	3.05	4.79
transcript34728	MSTRG.11766	1.88	1.07	7.28	2.60	2.99	4.67
transcript34734	MSTRG.11767	9.01	9.47	10.23	3.17	2.96	3.54
transcript34737	MSTRG.11768	87.95	101.45	43.07	46.34	41.16	34.68
transcript34738	MSTRG.11768	6.60	4.94	3.12	2.72	2.03	1.61
transcript34741	MSTRG.11769	29.89	20.81	27.77	22.17	23.26	27.31
transcript4100	MSTRG.1177	4.45	6.06	7.12	0.78	0.76	1.06
transcript34743	MSTRG.11770	0.13	0.50	0.18	2.20	2.34	1.57
transcript34747	MSTRG.11771	7.60	10.40	19.27	8.14	6.68	7.45
transcript34752	MSTRG.11772	12.68	11.64	13.18	10.49	10.03	10.53
transcript34753	MSTRG.11773	1.68	1.30	2.00	5.51	7.37	9.63
transcript34755	MSTRG.11774	20.16	18.15	27.46	9.28	7.92	8.86
transcript34761	MSTRG.11775	20.54	21.85	16.15	0.20	1.14	0.58
transcript34762	MSTRG.11775	4.48	3.55	2.62	0.29	0.73	0.42
transcript34768	MSTRG.11776	30.98	10.55	27.00	11.41	9.00	12.89
transcript34769	MSTRG.11776	0.00	2.91	0.00	0.01	0.00	0.00
transcript34772	MSTRG.11777	36.52	25.74	60.24	46.79	47.45	63.63
transcript34775	MSTRG.11778	2.82	4.76	5.13	0.69	0.83	0.81
transcript34776	MSTRG.11779	31.76	32.43	58.42	16.87	14.42	21.15
transcript4102	MSTRG.1178	106.15	44.43	53.81	37.12	36.87	28.27
transcript4103	MSTRG.1178	0.00	0.00	0.00	0.37	0.00	0.00
transcript34785	MSTRG.11780	547.81	771.96	961.83	122.67	126.46	172.66
transcript34786	MSTRG.11781	3.04	2.67	4.01	1.28	1.49	1.59
transcript34788	MSTRG.11782	3.15	3.15	3.62	4.77	3.46	5.90
transcript34789	MSTRG.11783	24.83	17.56	28.66	30.78	30.36	35.05
transcript34791	MSTRG.11784	21.47	17.16	22.42	24.92	22.79	26.78
transcript34793	MSTRG.11785	189.44	129.70	98.21	126.25	117.62	117.27
transcript34795	MSTRG.11786	0.00	0.00	0.00	1.70	0.00	0.00
transcript34796	MSTRG.11786	7.78	6.56	9.87	2.69	3.20	3.13
transcript34801	MSTRG.11787	7.62	7.80	9.01	4.74	4.43	4.74
transcript34802	MSTRG.11787	0.00	0.00	0.00	0.00	0.00	0.00
transcript34803	MSTRG.11788	6.78	4.40	5.92	4.95	3.87	4.32
transcript34804	MSTRG.11788	0.00	0.00	0.00	0.00	0.00	0.30
transcript34805	MSTRG.11789	0.16	0.27	0.43	1.28	1.10	0.87
transcript4105	MSTRG.1179	0.90	0.86	0.98	0.49	0.48	1.66
transcript34810	MSTRG.11790	17.63	19.40	20.12	0.56	0.83	0.72
transcript34820	MSTRG.11791	25.84	28.58	32.82	16.58	17.20	20.82
transcript34826	MSTRG.11792	0.63	1.24	1.55	0.33	0.14	0.27
transcript34828	MSTRG.11793	3.57	3.20	6.83	3.99	4.41	4.24
transcript34833	MSTRG.11794	0.08	0.00	0.26	11.89	30.25	8.81
transcript34835	MSTRG.11795	33.44	23.91	40.17	33.54	26.63	32.79
transcript34836	MSTRG.11796	15.92	9.97	16.94	8.94	11.77	14.89
transcript34838	MSTRG.11797	5.28	7.36	4.11	4.96	4.97	8.31
transcript34839	MSTRG.11797	48.18	45.04	50.15	2.27	4.78	2.32
transcript34844	MSTRG.11798	0.66	0.90	0.53	0.19	0.00	0.13
transcript34847	MSTRG.11799	2.43	2.48	1.84	0.41	0.57	0.61
transcript640	MSTRG.118	5.30	5.42	8.18	3.92	2.00	6.67
transcript641	MSTRG.118	8.41	9.87	9.78	5.94	6.73	5.99
transcript4108	MSTRG.1180	5.45	5.27	5.72	0.94	1.37	1.63
transcript34848	MSTRG.11800	4.27	2.77	3.59	3.09	1.88	2.79
transcript34851	MSTRG.11801	118.89	117.19	77.15	51.04	46.64	41.67
transcript34854	MSTRG.11802	3.91	1.47	1.30	2.58	2.14	4.15
transcript34855	MSTRG.11803	22.86	14.20	20.35	19.52	24.42	17.55
transcript34857	MSTRG.11804	0.58	1.20	0.76	1.16	0.58	1.19
transcript34859	MSTRG.11805	7.99	5.34	11.43	0.69	0.61	1.16
transcript34860	MSTRG.11805	13.03	10.61	16.60	2.32	1.97	7.16
transcript34865	MSTRG.11806	11.80	9.83	15.34	10.71	8.38	10.51
transcript34867	MSTRG.11807	2.07	1.92	4.82	2.47	2.39	4.45
transcript34868	MSTRG.11808	113.21	139.79	137.64	22.47	21.71	27.74
transcript34869	MSTRG.11808	5.09	3.32	3.71	1.04	1.45	0.85
transcript34870	MSTRG.11809	10.17	8.23	11.43	10.14	10.29	12.03
transcript34871	MSTRG.11809	106.10	74.20	84.04	75.69	62.67	100.15
transcript4109	MSTRG.1181	19.01	15.32	25.80	16.66	13.60	18.17
transcript34880	MSTRG.11810	8.56	6.13	7.32	7.95	6.77	6.18
transcript34881	MSTRG.11811	10.33	6.68	9.86	23.87	19.80	22.04
transcript34886	MSTRG.11812	2.25	1.67	2.26	2.93	2.95	3.05
transcript34887	MSTRG.11813	0.63	0.90	1.26	0.45	0.62	0.61
transcript34891	MSTRG.11814	0.20	0.07	0.54	1.75	2.58	1.79
transcript34892	MSTRG.11815	11.64	10.21	13.51	5.85	5.61	5.69
transcript34894	MSTRG.11816	24.73	19.04	25.14	13.70	12.41	13.20
transcript34897	MSTRG.11817	0.57	0.41	0.83	0.66	0.38	0.65
transcript34898	MSTRG.11818	24.84	16.16	26.05	11.21	16.90	17.66
transcript34902	MSTRG.11819	3.00	1.58	3.38	2.23	1.97	2.12
transcript4110	MSTRG.1182	96.82	67.42	125.36	31.70	47.95	56.92
transcript34906	MSTRG.11820	48.40	51.27	52.47	9.80	6.46	11.39
transcript34908	MSTRG.11821	25.99	12.37	21.61	16.23	15.07	16.15
transcript34909	MSTRG.11822	10.45	14.09	17.14	0.00	0.00	0.10
transcript34917	MSTRG.11823	2.10	2.00	2.18	0.79	0.90	1.62
transcript34919	MSTRG.11824	17.71	23.17	30.34	15.19	14.23	16.59
transcript34923	MSTRG.11825	0.00	0.00	0.00	5.12	4.61	5.54
transcript34924	MSTRG.11826	0.98	1.11	4.72	86.54	86.84	96.33
transcript34925	MSTRG.11827	4.01	4.58	6.33	2.93	3.42	4.11
transcript34926	MSTRG.11828	1.01	0.54	0.99	0.72	1.66	0.45
transcript34927	MSTRG.11828	30.84	29.49	37.15	41.23	38.90	44.57
transcript34928	MSTRG.11829	10.67	9.76	10.30	6.64	6.63	7.72
transcript4111	MSTRG.1183	27.64	31.21	44.86	70.52	82.87	87.79
transcript34930	MSTRG.11830	253.18	256.75	284.14	78.15	70.45	64.51
transcript34931	MSTRG.11831	5.71	8.90	8.92	5.07	3.85	6.56
transcript34932	MSTRG.11832	168.14	119.82	141.13	23.43	21.11	14.71
transcript34934	MSTRG.11833	0.00	0.00	0.00	0.00	0.00	0.18
transcript34935	MSTRG.11833	20.63	14.70	22.22	50.65	57.65	61.66
transcript34936	MSTRG.11834	38.28	42.09	37.60	24.68	25.35	27.95
transcript34938	MSTRG.11835	5.67	4.57	6.54	4.68	6.61	6.22
transcript34939	MSTRG.11835	0.00	0.00	0.00	0.00	0.00	0.00
transcript34941	MSTRG.11836	6.95	8.44	13.67	15.99	16.55	20.24
transcript34942	MSTRG.11836	0.63	0.33	0.26	0.78	1.09	0.21
transcript34944	MSTRG.11837	4.39	4.81	6.32	2.18	1.71	3.15
transcript34945	MSTRG.11837	0.00	0.00	0.00	0.00	0.00	0.00
transcript34946	MSTRG.11838	2.35	1.99	3.06	0.75	0.45	1.01
transcript34961	MSTRG.11839	4.53	6.13	14.05	17.71	13.14	13.73
transcript34962	MSTRG.11839	3.57	3.86	5.63	2.44	5.56	4.88
transcript4112	MSTRG.1184	8.81	9.22	10.98	8.00	8.03	9.79
transcript34963	MSTRG.11840	11.22	7.38	9.36	0.99	1.23	1.76
transcript34976	MSTRG.11841	1.31	1.05	1.78	5.40	5.20	6.86
transcript34982	MSTRG.11842	10.20	8.10	12.30	18.92	17.32	23.86
transcript34983	MSTRG.11843	15.66	10.26	14.00	6.26	6.04	4.52
transcript34984	MSTRG.11843	0.00	0.00	0.00	0.00	1.01	1.38
transcript34985	MSTRG.11844	10.38	5.90	9.50	5.45	5.14	3.89
transcript34987	MSTRG.11845	4.19	2.77	1.58	0.09	0.23	0.22
transcript34991	MSTRG.11846	16.84	12.60	17.60	17.66	19.62	23.88
transcript34992	MSTRG.11847	2.49	2.95	2.20	3.12	2.78	4.56
transcript34996	MSTRG.11848	8.52	4.77	7.88	6.66	4.56	6.88
transcript34997	MSTRG.11848	0.68	0.00	0.50	0.69	0.80	0.09
transcript34999	MSTRG.11849	4.96	5.03	3.79	2.90	1.56	1.30
transcript4113	MSTRG.1185	30.47	30.80	38.90	24.50	21.36	26.58
transcript35003	MSTRG.11850	6.14	6.75	8.86	3.52	5.06	4.77
transcript35004	MSTRG.11850	13.68	12.92	13.95	5.51	3.28	3.97
transcript35009	MSTRG.11851	248.81	272.75	251.55	54.64	51.10	39.16
transcript35010	MSTRG.11852	5.54	5.99	7.04	2.70	2.15	2.48
transcript35011	MSTRG.11852	0.00	0.00	0.26	0.00	0.00	0.11
transcript35015	MSTRG.11853	20.70	17.29	13.72	6.10	5.12	7.25
transcript35019	MSTRG.11854	14.54	11.27	19.59	40.73	40.82	41.39
transcript35024	MSTRG.11855	0.83	2.79	8.25	1.65	0.00	0.00
transcript35025	MSTRG.11856	36.35	46.58	76.01	7.80	5.72	10.93
transcript35026	MSTRG.11856	8.86	7.56	13.40	3.64	1.46	1.84
transcript35028	MSTRG.11857	1.91	1.44	1.57	1.82	1.29	1.21
transcript35029	MSTRG.11858	5.37	2.31	4.58	3.55	3.03	4.93
transcript35030	MSTRG.11859	19.75	16.75	19.38	10.69	8.09	9.18
transcript35032	MSTRG.11860	2.67	3.81	3.43	2.76	2.02	2.08
transcript35033	MSTRG.11860	4.50	4.76	8.16	3.10	3.03	4.72
transcript35034	MSTRG.11861	51.13	33.67	46.43	75.67	74.97	78.86
transcript35035	MSTRG.11862	3.52	5.43	4.47	1.38	2.06	1.00
transcript35037	MSTRG.11863	0.50	1.14	1.00	1.97	1.08	2.62
transcript35038	MSTRG.11864	5.70	6.14	5.21	11.84	10.24	14.52
transcript35043	MSTRG.11865	11.71	11.72	16.71	13.82	13.47	12.93
transcript35044	MSTRG.11865	0.15	0.00	0.00	0.13	0.00	0.00
transcript35045	MSTRG.11866	21.39	19.13	23.74	5.93	5.71	6.28
transcript35046	MSTRG.11866	0.46	0.64	0.94	0.15	0.30	0.11
transcript35048	MSTRG.11867	31.79	20.99	35.34	41.23	32.01	37.98
transcript35049	MSTRG.11867	0.32	0.37	0.33	0.41	0.32	0.21
transcript35050	MSTRG.11868	17.60	13.97	15.90	22.44	19.68	18.27
transcript35051	MSTRG.11869	21.64	4.84	8.14	5.88	6.98	4.44
transcript35052	MSTRG.11869	5.15	2.78	5.46	4.39	1.38	2.58
transcript4117	MSTRG.1187	0.00	0.00	0.00	0.00	0.00	0.00
transcript35053	MSTRG.11870	10.44	11.80	15.77	3.30	2.78	2.52
transcript35063	MSTRG.11871	3.89	3.06	6.00	2.85	2.13	2.72
transcript35064	MSTRG.11872	7.86	7.41	9.54	4.70	3.78	4.25
transcript35065	MSTRG.11873	7.07	6.39	9.67	7.29	6.49	8.40
transcript35067	MSTRG.11874	0.93	0.37	1.37	40.76	47.56	40.09
transcript35071	MSTRG.11875	8.01	6.28	8.64	5.39	4.66	6.02
transcript35072	MSTRG.11876	10.84	12.00	18.01	2.32	2.86	6.45
transcript35073	MSTRG.11876	12.28	14.46	23.99	3.08	1.52	5.96
transcript35075	MSTRG.11877	2.42	0.98	1.99	8.38	6.43	6.40
transcript35076	MSTRG.11878	0.10	0.04	0.26	0.46	0.25	0.59
transcript35077	MSTRG.11879	7.10	7.21	9.67	8.93	10.32	10.32
transcript35078	MSTRG.11879	12.65	9.34	20.68	9.90	11.08	14.82
transcript4118	MSTRG.1188	16.94	17.88	31.15	22.12	19.64	22.38
transcript35084	MSTRG.11880	276.81	293.81	319.09	129.12	131.99	155.23
transcript35085	MSTRG.11881	28.25	23.79	26.01	8.45	8.01	6.81
transcript35093	MSTRG.11882	0.67	0.51	2.69	1.08	1.84	4.47
transcript35094	MSTRG.11883	0.00	0.00	2.38	0.00	1.77	0.85
transcript35097	MSTRG.11884	126.38	69.13	113.47	154.31	123.36	119.15
transcript35098	MSTRG.11885	0.95	0.81	2.37	1.37	1.46	1.42
transcript35099	MSTRG.11886	6.61	7.96	9.36	15.10	16.71	24.41
transcript35100	MSTRG.11886	141.44	112.09	123.82	191.79	185.23	211.07
transcript35101	MSTRG.11887	5.77	3.51	3.77	27.68	32.05	52.18
transcript35104	MSTRG.11888	2.53	2.23	2.54	2.12	2.73	2.44
transcript35111	MSTRG.11889	0.00	0.00	0.39	0.38	1.25	2.83
transcript4121	MSTRG.1189	2.56	6.53	0.73	11.29	10.21	12.28
transcript35112	MSTRG.11890	71.02	52.42	76.14	295.89	294.10	298.16
transcript35113	MSTRG.11891	34.23	28.77	37.65	24.55	25.36	23.25
transcript35118	MSTRG.11892	0.37	0.43	0.26	0.92	0.61	0.64
transcript35119	MSTRG.11893	0.80	0.96	0.80	30.88	23.73	6.87
transcript35123	MSTRG.11894	14.47	11.45	17.32	14.98	16.00	18.08
transcript35124	MSTRG.11895	4.82	5.77	6.09	6.72	5.65	7.79
transcript35125	MSTRG.11896	25.15	23.77	37.11	9.70	8.05	9.27
transcript35127	MSTRG.11897	0.65	0.37	0.97	0.00	0.34	0.66
transcript35129	MSTRG.11898	6.20	7.19	9.40	4.78	3.11	5.12
transcript35133	MSTRG.11899	4.65	3.08	6.68	6.39	5.73	9.04
transcript643	MSTRG.119	120.14	108.33	106.89	35.16	34.96	39.21
transcript644	MSTRG.119	1.70	1.55	0.00	0.00	0.90	0.46
transcript645	MSTRG.119	6.56	4.97	3.79	1.13	2.85	2.16
transcript4122	MSTRG.1190	117.35	79.21	74.75	23.92	21.67	23.27
transcript35134	MSTRG.11900	3.92	2.84	6.50	3.38	2.45	2.69
transcript35135	MSTRG.11900	12.15	12.80	15.87	2.69	4.37	4.20
transcript35136	MSTRG.11901	2.88	2.53	2.34	1.16	1.22	1.84
transcript35138	MSTRG.11902	19.15	9.87	19.10	8.22	5.08	8.68
transcript35139	MSTRG.11903	2.83	2.88	2.94	1.53	0.91	1.77
transcript35140	MSTRG.11904	2.80	2.30	3.14	0.91	1.16	1.19
transcript35141	MSTRG.11904	3.19	4.55	4.24	1.69	2.69	1.70
transcript35143	MSTRG.11905	10.24	10.78	10.36	3.64	2.87	3.40
transcript35147	MSTRG.11906	30.29	32.92	22.92	10.03	11.12	10.11
transcript35148	MSTRG.11907	9.34	25.98	8.08	0.55	1.13	0.36
transcript35150	MSTRG.11908	1.61	1.75	0.66	1.52	1.23	0.35
transcript4125	MSTRG.1191	16.07	15.73	19.17	12.43	15.12	14.57
transcript35159	MSTRG.11910	0.00	0.00	0.00	3.74	7.57	5.68
transcript35163	MSTRG.11911	19.44	18.57	20.77	4.50	4.17	6.27
transcript35164	MSTRG.11912	44.00	21.62	61.64	2.04	1.50	2.38
transcript35165	MSTRG.11913	166.11	287.27	311.19	8.51	5.81	5.87
transcript35168	MSTRG.11914	75.49	87.56	90.49	33.45	32.65	40.61
transcript35169	MSTRG.11915	4.70	3.72	4.19	4.90	4.42	4.88
transcript35179	MSTRG.11916	7.70	6.86	9.24	35.93	55.75	49.38
transcript35180	MSTRG.11917	4.57	1.59	2.36	0.61	0.70	0.67
transcript35181	MSTRG.11917	15.97	12.48	9.21	2.57	2.11	2.35
transcript35183	MSTRG.11918	0.38	0.33	0.88	0.18	0.32	0.37
transcript35184	MSTRG.11918	21.84	21.23	31.45	19.50	20.49	29.93
transcript35185	MSTRG.11919	1.06	0.70	0.75	20.47	21.75	19.21
transcript4126	MSTRG.1192	10.66	8.45	11.64	7.03	6.74	8.85
transcript35187	MSTRG.11920	2.16	2.22	2.69	2.79	2.93	4.44
transcript35189	MSTRG.11921	7.11	5.75	7.43	6.22	5.52	7.26
transcript35190	MSTRG.11922	21.38	28.16	15.65	1.08	0.76	1.85
transcript35192	MSTRG.11923	30.27	7.62	11.64	11.40	13.16	14.42
transcript35193	MSTRG.11924	16.27	16.99	21.73	12.71	10.27	12.35
transcript35194	MSTRG.11925	1.43	0.74	0.88	1.52	1.09	2.08
transcript35195	MSTRG.11926	27.57	25.61	28.60	16.96	14.31	16.44
transcript35196	MSTRG.11927	0.96	0.38	0.88	0.57	0.37	0.44
transcript35197	MSTRG.11928	1.90	1.87	2.79	22.89	31.32	36.89
transcript35202	MSTRG.11929	11.61	12.51	15.09	6.13	5.76	8.16
transcript4127	MSTRG.1193	42.79	35.93	48.53	37.01	33.63	36.98
transcript35203	MSTRG.11930	3.48	1.98	2.95	1.88	2.19	1.17
transcript35204	MSTRG.11931	4.81	6.08	6.77	2.58	2.44	2.89
transcript35205	MSTRG.11932	7.63	8.59	14.14	5.00	3.67	5.74
transcript35220	MSTRG.11933	1.37	1.16	1.71	0.03	0.13	0.00
transcript35222	MSTRG.11934	11.64	11.44	22.22	6.40	5.56	8.82
transcript35225	MSTRG.11935	5.87	8.03	8.80	8.17	9.61	11.59
transcript35226	MSTRG.11935	3.64	2.56	2.17	2.34	1.82	4.33
transcript35231	MSTRG.11936	0.55	0.16	0.27	8.21	12.61	9.46
transcript35232	MSTRG.11937	113.87	86.25	108.25	48.18	47.03	42.64
transcript35233	MSTRG.11938	5.50	6.00	6.87	1.93	1.77	1.84
transcript35234	MSTRG.11938	10.26	15.90	12.41	5.46	6.05	7.95
transcript35235	MSTRG.11939	2.70	1.49	2.43	3.89	3.06	3.26
transcript4129	MSTRG.1194	0.99	0.48	1.56	7.68	13.40	10.00
transcript35241	MSTRG.11940	2.64	1.13	1.62	0.17	0.18	0.00
transcript35242	MSTRG.11940	2.20	4.76	5.55	0.52	0.00	0.37
transcript35250	MSTRG.11941	1791.64	1827.22	1115.03	1766.67	1562.37	1546.60
transcript35251	MSTRG.11942	3.72	1.82	3.69	4.60	5.33	3.18
transcript35252	MSTRG.11942	80.05	73.42	92.36	127.56	139.73	130.34
transcript35253	MSTRG.11943	9.58	7.51	6.12	13.32	13.37	12.05
transcript35254	MSTRG.11943	18.83	16.26	15.48	51.10	40.93	38.31
transcript35255	MSTRG.11943	8.43	7.89	10.65	24.77	23.84	16.05
transcript35256	MSTRG.11943	15.25	13.71	14.06	16.43	24.39	25.28
transcript35258	MSTRG.11944	2.03	1.26	2.77	4.89	4.63	6.71
transcript35259	MSTRG.11945	12.34	11.03	11.75	7.37	7.31	8.20
transcript35260	MSTRG.11946	0.30	0.06	0.05	10.99	8.58	11.75
transcript35261	MSTRG.11947	19.43	13.49	18.79	15.48	13.56	15.81
transcript35265	MSTRG.11948	22.56	12.04	23.41	15.40	13.93	12.79
transcript35266	MSTRG.11949	0.20	0.00	0.00	4.59	2.85	2.18
transcript4130	MSTRG.1195	2.86	1.08	2.86	11.21	13.79	13.37
transcript35267	MSTRG.11950	91.35	64.20	101.31	158.37	136.21	152.97
transcript35268	MSTRG.11950	23.44	16.62	21.55	45.01	33.70	38.90
transcript35269	MSTRG.11950	26.61	14.70	28.33	41.18	30.12	37.07
transcript35270	MSTRG.11951	15.86	14.02	21.21	35.63	40.52	46.59
transcript35271	MSTRG.11952	0.00	0.00	0.00	0.00	0.00	0.03
transcript35272	MSTRG.11952	0.06	0.00	0.00	0.00	0.00	0.00
transcript35275	MSTRG.11953	0.18	0.05	0.00	0.14	0.18	0.64
transcript35277	MSTRG.11955	6.79	5.77	5.75	6.74	6.39	8.47
transcript35281	MSTRG.11956	114.84	82.43	88.24	42.69	39.46	38.53
transcript35282	MSTRG.11957	15.72	15.96	15.03	25.58	20.42	26.93
transcript35286	MSTRG.11958	41.71	30.36	48.01	8.15	7.56	8.71
transcript35288	MSTRG.11959	6.83	6.64	6.91	7.02	6.13	5.89
transcript4131	MSTRG.1196	163.12	67.34	98.71	185.78	153.12	141.66
transcript35290	MSTRG.11960	47.97	32.95	61.01	44.66	45.75	43.36
transcript35291	MSTRG.11961	1.34	1.34	1.73	1.58	1.81	1.05
transcript35294	MSTRG.11962	31.73	23.07	29.37	50.22	54.53	47.47
transcript35297	MSTRG.11963	19.02	16.15	13.39	3.88	3.19	2.69
transcript35298	MSTRG.11964	0.93	0.82	1.94	0.15	0.15	0.30
transcript35307	MSTRG.11965	0.10	0.19	0.30	0.28	0.37	0.75
transcript35308	MSTRG.11966	17.25	7.96	11.57	0.77	0.58	0.54
transcript35315	MSTRG.11967	142.37	66.50	91.08	149.70	131.44	133.89
transcript35316	MSTRG.11968	60.86	34.71	32.64	86.57	82.20	70.17
transcript35318	MSTRG.11969	7.62	8.04	9.17	2.11	1.41	2.21
transcript35319	MSTRG.11969	6.02	6.10	6.83	0.69	1.56	2.22
transcript4133	MSTRG.1197	496.06	414.12	424.55	186.12	196.73	195.65
transcript35320	MSTRG.11970	24.59	24.96	31.44	19.22	15.64	19.41
transcript35321	MSTRG.11970	0.00	0.00	0.00	0.00	0.00	0.00
transcript35325	MSTRG.11971	5.33	3.83	5.18	3.99	4.98	4.53
transcript35327	MSTRG.11972	28.75	25.49	34.66	19.86	18.84	26.08
transcript35328	MSTRG.11972	0.00	0.00	0.21	0.00	0.21	0.00
transcript35331	MSTRG.11973	17.19	13.28	21.64	10.12	9.67	9.74
transcript35332	MSTRG.11973	9.61	6.30	9.42	6.63	4.75	8.43
transcript35333	MSTRG.11974	5.56	7.98	8.31	3.67	2.93	6.53
transcript35334	MSTRG.11975	94.14	122.28	116.72	10.93	11.16	8.91
transcript35344	MSTRG.11976	81.50	74.20	87.03	17.26	16.92	14.44
transcript35353	MSTRG.11978	17.50	20.12	22.24	18.60	23.07	25.12
transcript35357	MSTRG.11979	0.06	0.00	0.08	0.00	0.02	0.02
transcript4135	MSTRG.1198	3.68	1.95	2.70	4.51	3.80	4.04
transcript35358	MSTRG.11980	24.21	17.52	23.75	22.39	20.09	24.78
transcript35359	MSTRG.11981	25.72	19.66	30.67	21.98	30.05	40.94
transcript35368	MSTRG.11982	3.10	3.50	5.23	1.42	1.76	1.71
transcript35369	MSTRG.11983	6.32	6.54	8.30	0.44	0.36	0.44
transcript35370	MSTRG.11983	1.08	2.75	1.91	0.07	0.00	0.00
transcript35372	MSTRG.11984	5.97	2.62	4.93	3.43	2.63	3.08
transcript35373	MSTRG.11985	34.16	36.35	36.33	21.79	20.92	28.32
transcript35374	MSTRG.11986	10.55	10.87	12.24	4.23	3.45	4.98
transcript35375	MSTRG.11987	22.54	15.31	21.63	17.40	16.27	17.80
transcript35378	MSTRG.11988	14.64	13.49	20.51	12.62	14.89	26.37
transcript35380	MSTRG.11989	42.48	29.14	36.39	5.98	5.59	5.25
transcript4140	MSTRG.1199	25.67	27.76	28.42	43.94	55.01	49.06
transcript35383	MSTRG.11990	34.69	27.03	32.43	65.71	54.52	47.79
transcript35387	MSTRG.11991	13.11	14.47	18.70	18.60	15.43	17.08
transcript35388	MSTRG.11991	1.27	0.58	0.78	0.33	1.11	0.65
transcript35389	MSTRG.11992	115.40	86.66	88.72	8.52	7.66	4.53
transcript35393	MSTRG.11993	36.93	27.79	64.61	6.30	4.29	8.73
